station_code,monitor_time,aqi,pm25,pm10,so2,no2,co,o3
4406B,2026-02-15 14:00:00,78,46.76,59.7,19.58,26.69,0.54,25.54
5101A,2026-02-15 14:00:00,108,72.12,83.87,8.4,46.72,1.96,103.59
5102A,2026-02-15 14:00:00,195,126.24,163.79,29.65,20.45,1.77,100.93
5103A,2026-02-15 14:00:00,146,86.6,108.06,16.74,18.8,0.72,73.49
5104A,2026-02-15 14:00:00,121,63.8,103.53,15.42,29.8,1.54,92.76
5105A,2026-02-15 14:00:00,131,72.66,97.72,7.11,33.01,0.62,21.46
5106A,2026-02-15 14:00:00,55,36.72,33.08,26.86,28.02,1.34,92.75
5107A,2026-02-15 14:00:00,175,101.7,141.63,5.35,40.93,0.53,23.01
1101A,2026-02-15 15:00:00,68,36.65,59.88,26.55,37.17,2.01,65.39
1102A,2026-02-15 15:00:00,78,37.7,48.42,7.19,37.22,0.82,99.26
1103A,2026-02-15 15:00:00,144,96.25,123.56,29.53,43.13,2.28,92.91
1104A,2026-02-15 15:00:00,101,69.39,73.98,10.47,34.7,2.16,104.17
1105A,2026-02-15 15:00:00,173,113.46,151.49,18.27,38.43,1.29,108.26
1106A,2026-02-15 15:00:00,49,20.41,27.15,25.03,46.79,2.05,99.54
1107A,2026-02-15 15:00:00,66,35.36,53.99,19.87,33.3,2.46,67.48
1108A,2026-02-15 15:00:00,216,131.28,177.25,22.26,30.05,0.75,26.25
1109A,2026-02-15 15:00:00,124,72.07,107.5,24.19,22.17,2.0,83.79
1201A,2026-02-15 15:00:00,220,132.59,172.79,21.73,15.64,1.39,75.14
1202A,2026-02-15 15:00:00,53,23.79,52.16,21.8,47.17,1.21,67.37
1203A,2026-02-15 15:00:00,124,72.97,103.02,11.81,31.94,0.77,75.3
1204A,2026-02-15 15:00:00,158,85.62,128.55,23.21,45.58,0.66,114.87
4401A,2026-02-15 15:00:00,171,107.53,134.26,29.37,17.11,1.05,82.72
4402A,2026-02-15 15:00:00,140,84.93,101.04,17.85,24.67,1.8,93.96
4403A,2026-02-15 15:00:00,161,98.37,140.71,10.39,22.23,0.83,70.61
4404A,2026-02-15 15:00:00,209,116.08,170.52,29.61,30.21,0.82,66.75
4405A,2026-02-15 15:00:00,36,18.33,24.32,12.75,33.09,1.07,60.12
4406A,2026-02-15 15:00:00,73,47.44,44.5,5.73,19.11,1.4,105.42
4407A,2026-02-15 15:00:00,181,99.73,155.31,21.87,35.38,2.2,60.23
4408A,2026-02-15 15:00:00,101,55.79,89.25,23.38,28.4,2.27,40.42
4409A,2026-02-15 15:00:00,123,77.44,85.62,15.27,32.77,2.45,96.35
4401B,2026-02-15 15:00:00,94,53.35,73.83,7.39,24.82,1.83,44.24
4402B,2026-02-15 15:00:00,55,27.58,32.64,23.71,20.47,1.13,108.15
4403B,2026-02-15 15:00:00,98,51.68,65.43,24.84,38.01,0.7,113.27
4404B,2026-02-15 15:00:00,173,96.53,147.89,25.47,22.85,0.61,59.81
4405B,2026-02-15 15:00:00,47,23.25,28.44,16.57,42.2,2.1,61.42
4406B,2026-02-15 15:00:00,197,126.8,159.96,5.99,29.79,0.77,39.13
5101A,2026-02-15 15:00:00,45,20.85,23.66,6.57,29.47,2.15,49.83
5102A,2026-02-15 15:00:00,184,117.36,148.49,24.21,15.33,1.78,83.08
5103A,2026-02-15 15:00:00,111,62.45,103.4,6.81,33.0,1.74,43.97
5104A,2026-02-15 15:00:00,181,100.52,148.35,12.59,43.12,1.37,58.32
5105A,2026-02-15 15:00:00,139,87.53,105.31,24.38,40.32,1.25,100.69
5106A,2026-02-15 15:00:00,50,39.04,49.96,21.27,34.59,1.31,25.39
5107A,2026-02-15 15:00:00,158,103.93,134.04,10.93,31.38,1.65,70.61
1101A,2026-02-15 16:00:00,111,68.92,81.76,22.6,44.91,1.96,68.09
1102A,2026-02-15 16:00:00,78,41.89,72.78,14.33,46.01,2.35,37.56
1103A,2026-02-15 16:00:00,97,59.49,77.83,7.96,49.92,1.1,21.65
1104A,2026-02-15 16:00:00,117,67.13,99.75,5.86,28.17,2.48,92.72
1105A,2026-02-15 16:00:00,96,53.26,75.55,22.11,15.2,1.93,66.95
1106A,2026-02-15 16:00:00,147,80.75,118.84,14.8,19.9,1.7,77.13
1107A,2026-02-15 16:00:00,63,31.62,63.36,12.96,40.04,1.03,91.81
1108A,2026-02-15 16:00:00,148,92.15,133.28,25.49,35.46,1.58,34.17
1109A,2026-02-15 16:00:00,114,74.3,78.21,26.35,17.67,0.63,50.14
1201A,2026-02-15 16:00:00,198,112.42,143.8,29.71,45.57,2.16,35.36
1202A,2026-02-15 16:00:00,201,116.99,168.47,5.32,42.43,1.08,93.47
1203A,2026-02-15 16:00:00,157,92.27,138.67,18.56,32.87,2.35,59.0
1204A,2026-02-15 16:00:00,82,46.43,52.24,26.92,26.84,1.68,53.9
4401A,2026-02-15 16:00:00,162,101.23,116.23,13.94,39.04,0.74,105.61
4402A,2026-02-15 16:00:00,90,58.12,71.21,15.44,47.93,2.09,62.68
4403A,2026-02-15 16:00:00,102,65.44,96.39,7.18,21.79,2.03,112.91
4404A,2026-02-15 16:00:00,165,106.74,135.5,29.11,33.03,1.51,46.12
4405A,2026-02-15 16:00:00,136,86.33,120.82,21.61,45.22,1.93,70.28
4406A,2026-02-15 16:00:00,81,40.43,55.96,15.64,26.66,2.22,36.49
4407A,2026-02-15 16:00:00,204,122.74,154.17,6.75,49.63,2.49,76.25
4408A,2026-02-15 16:00:00,144,80.95,119.59,11.27,23.82,2.08,60.04
4409A,2026-02-15 16:00:00,151,98.95,113.67,17.75,42.97,0.58,36.99
4401B,2026-02-15 16:00:00,100,65.74,83.75,21.23,24.21,1.48,36.33
4402B,2026-02-15 16:00:00,92,53.1,68.52,8.96,44.32,0.68,114.61
4403B,2026-02-15 16:00:00,76,36.2,74.5,12.88,33.85,2.14,118.77
4404B,2026-02-15 16:00:00,193,118.54,152.35,28.92,32.54,1.95,27.77
4405B,2026-02-15 16:00:00,192,115.25,140.03,21.14,40.2,2.05,77.56
4406B,2026-02-15 16:00:00,67,47.66,55.32,20.49,22.84,2.08,46.9
5101A,2026-02-15 16:00:00,52,36.72,44.87,14.67,48.49,1.94,29.25
5102A,2026-02-15 16:00:00,206,132.93,156.26,9.08,31.25,2.1,64.03
5103A,2026-02-15 16:00:00,182,99.56,134.15,17.84,33.93,0.72,81.99
5104A,2026-02-15 16:00:00,136,89.74,115.23,9.82,29.77,2.36,56.7
5105A,2026-02-15 16:00:00,50,38.25,52.85,24.09,21.32,0.85,25.94
5106A,2026-02-15 16:00:00,99,60.83,71.12,8.24,34.44,2.35,112.5
5107A,2026-02-15 16:00:00,52,26.93,47.51,29.06,18.45,1.05,70.25
1101A,2026-02-15 17:00:00,133,85.34,117.26,25.19,16.46,1.08,104.47
1102A,2026-02-15 17:00:00,86,54.85,64.2,27.6,40.67,2.13,30.72
1103A,2026-02-15 17:00:00,41,24.41,23.55,26.42,28.68,2.1,66.53
1104A,2026-02-15 17:00:00,91,45.28,81.22,28.03,15.74,1.34,79.4
1105A,2026-02-15 17:00:00,176,105.61,154.39,29.8,37.6,1.1,72.63
1106A,2026-02-15 17:00:00,163,99.99,125.29,11.12,22.34,1.81,73.94
1107A,2026-02-15 17:00:00,58,35.97,57.68,26.09,30.1,1.25,88.67
1108A,2026-02-15 17:00:00,85,49.91,58.95,7.3,22.28,1.6,116.88
1109A,2026-02-15 17:00:00,105,68.13,92.05,17.65,29.73,2.16,103.13
1201A,2026-02-15 17:00:00,91,49.06,59.94,11.71,39.57,2.16,110.76
1202A,2026-02-15 17:00:00,92,62.23,65.5,26.39,45.64,0.57,45.75
1203A,2026-02-15 17:00:00,139,73.64,107.23,6.24,42.01,2.42,84.82
1204A,2026-02-15 17:00:00,151,83.4,133.67,5.28,25.34,0.7,34.11
4401A,2026-02-15 17:00:00,146,89.26,108.42,15.76,49.2,2.01,46.86
4402A,2026-02-15 17:00:00,146,81.5,112.66,18.32,38.05,2.22,75.85
4403A,2026-02-15 17:00:00,57,35.05,32.65,24.51,28.52,1.21,94.91
4404A,2026-02-15 17:00:00,205,124.7,161.14,15.14,25.93,1.29,65.48
4405A,2026-02-15 17:00:00,57,41.06,39.13,10.91,44.46,1.53,84.47
4406A,2026-02-15 17:00:00,175,96.09,137.48,27.69,42.98,1.94,28.13
4407A,2026-02-15 17:00:00,135,86.81,118.59,9.76,15.34,0.98,77.52
4408A,2026-02-15 17:00:00,141,83.8,102.52,29.77,24.06,0.66,47.36
4409A,2026-02-15 17:00:00,96,59.63,90.16,23.83,37.35,1.56,72.71
4401B,2026-02-15 17:00:00,83,47.31,76.24,27.53,44.83,1.33,77.6
4402B,2026-02-15 17:00:00,179,103.73,134.08,22.53,33.76,0.73,86.33
4403B,2026-02-15 17:00:00,116,67.99,86.19,5.38,42.52,1.43,66.7
4404B,2026-02-15 17:00:00,44,23.79,23.82,8.36,38.76,2.37,89.03
4405B,2026-02-15 17:00:00,142,85.09,125.55,15.31,47.16,1.33,30.75
4406B,2026-02-15 17:00:00,179,116.13,152.15,26.89,43.54,1.71,65.35
5101A,2026-02-15 17:00:00,52,35.31,35.63,5.9,16.47,0.52,89.79
5102A,2026-02-15 17:00:00,133,88.28,91.42,20.66,15.03,0.94,100.07
5103A,2026-02-15 17:00:00,204,115.24,165.72,19.14,24.8,1.99,76.46
5104A,2026-02-15 17:00:00,191,123.02,152.48,25.76,36.71,2.37,50.31
5105A,2026-02-15 17:00:00,57,42.7,36.55,12.39,46.03,1.55,41.39
5106A,2026-02-15 17:00:00,72,51.32,63.31,26.77,39.99,0.74,118.96
5107A,2026-02-15 17:00:00,124,80.42,90.01,7.0,48.97,1.73,112.61
1101A,2026-02-15 18:00:00,62,43.3,47.82,25.54,39.36,0.59,107.81
1102A,2026-02-15 18:00:00,172,94.38,150.92,7.15,29.45,1.56,111.3
1103A,2026-02-15 18:00:00,39,27.09,42.11,10.01,28.06,1.4,70.26
1104A,2026-02-15 18:00:00,133,79.75,118.14,23.55,47.36,1.38,113.5
1105A,2026-02-15 18:00:00,36,22.93,31.17,22.4,35.16,1.46,63.77
1106A,2026-02-15 18:00:00,70,45.63,57.87,12.93,36.67,0.99,28.13
1107A,2026-02-15 18:00:00,81,38.79,50.24,11.09,46.73,1.31,52.92
1108A,2026-02-15 18:00:00,40,14.05,33.15,13.08,48.33,1.44,115.57
1109A,2026-02-15 18:00:00,83,48.06,62.68,16.08,16.47,2.07,60.41
1201A,2026-02-15 18:00:00,134,84.26,121.16,14.68,49.01,1.16,28.71
1202A,2026-02-15 18:00:00,111,75.83,101.87,8.05,41.64,1.88,70.98
1203A,2026-02-15 18:00:00,147,79.78,103.87,14.48,19.81,2.36,38.31
1204A,2026-02-15 18:00:00,200,112.94,169.81,26.37,29.49,1.25,57.97
4401A,2026-02-15 18:00:00,111,60.9,94.98,22.94,47.82,1.38,99.07
4402A,2026-02-15 18:00:00,93,50.17,60.05,10.81,39.94,2.39,48.96
4403A,2026-02-15 18:00:00,109,71.91,97.99,11.91,41.73,1.19,89.12
4404A,2026-02-15 18:00:00,69,35.13,68.53,17.87,27.06,1.21,92.05
4405A,2026-02-15 18:00:00,169,98.65,126.22,15.84,26.37,2.36,78.12
4406A,2026-02-15 18:00:00,117,68.13,91.31,16.88,19.5,1.55,94.61
4407A,2026-02-15 18:00:00,132,88.23,119.86,12.55,47.12,2.17,48.09
4408A,2026-02-15 18:00:00,118,78.46,102.76,23.59,33.96,2.1,36.09
4409A,2026-02-15 18:00:00,69,33.53,57.15,27.74,48.39,0.56,96.56
4401B,2026-02-15 18:00:00,73,52.0,66.13,23.05,16.08,0.9,109.82
4402B,2026-02-15 18:00:00,100,55.67,72.42,18.36,36.3,1.69,67.65
4403B,2026-02-15 18:00:00,104,54.56,71.06,7.15,32.01,1.96,75.58
4404B,2026-02-15 18:00:00,102,65.62,84.16,23.11,48.52,0.73,79.6
4405B,2026-02-15 18:00:00,66,31.86,51.86,9.39,20.71,1.25,56.26
4406B,2026-02-15 18:00:00,178,111.54,146.41,12.92,26.27,2.43,32.79
5101A,2026-02-15 18:00:00,188,116.94,140.97,25.08,43.33,1.27,102.74
5102A,2026-02-15 18:00:00,193,112.3,141.27,20.02,47.29,1.08,33.27
5103A,2026-02-15 18:00:00,200,129.69,152.33,22.89,26.3,1.78,94.1
5104A,2026-02-15 18:00:00,96,49.65,76.84,9.89,20.76,0.97,28.82
5105A,2026-02-15 18:00:00,155,90.15,130.32,14.66,22.76,1.18,76.44
5106A,2026-02-15 18:00:00,51,24.94,29.28,8.51,22.03,0.52,83.53
5107A,2026-02-15 18:00:00,37,31.11,21.27,8.6,47.96,0.54,60.44
1101A,2026-02-15 19:00:00,87,50.71,75.62,27.22,15.38,2.34,95.09
1102A,2026-02-15 19:00:00,83,49.57,67.52,28.79,23.94,2.12,106.17
1103A,2026-02-15 19:00:00,127,69.02,92.4,21.77,46.74,1.09,78.52
1104A,2026-02-15 19:00:00,156,92.85,121.44,18.51,28.44,1.71,20.97
1105A,2026-02-15 19:00:00,103,65.51,85.9,16.9,32.82,1.2,108.37
1106A,2026-02-15 19:00:00,172,108.74,142.33,7.9,44.41,1.07,66.55
1107A,2026-02-15 19:00:00,199,112.99,159.98,8.8,41.53,2.1,80.91
1108A,2026-02-15 19:00:00,48,26.59,27.3,10.77,44.57,0.73,82.88
1109A,2026-02-15 19:00:00,63,36.51,43.64,9.19,15.5,2.26,77.1
1201A,2026-02-15 19:00:00,108,70.66,94.05,7.81,35.52,1.5,29.97
1202A,2026-02-15 19:00:00,184,114.62,146.85,25.64,47.77,1.03,66.57
1203A,2026-02-15 19:00:00,104,69.65,92.59,10.86,29.96,2.27,38.04
1204A,2026-02-15 19:00:00,48,32.91,40.24,22.46,22.57,2.19,80.04
4401A,2026-02-15 19:00:00,115,71.19,92.13,7.71,36.73,1.23,22.84
4402A,2026-02-15 19:00:00,149,95.84,133.18,14.47,24.75,0.52,61.9
4403A,2026-02-15 19:00:00,136,89.51,96.52,14.04,29.7,1.04,31.95
4404A,2026-02-15 19:00:00,201,130.14,167.01,11.43,26.37,0.81,70.7
4405A,2026-02-15 19:00:00,115,66.51,104.9,28.71,24.86,1.34,34.17
4406A,2026-02-15 19:00:00,172,101.51,127.29,16.87,17.53,1.3,25.28
4407A,2026-02-15 19:00:00,182,111.43,154.02,8.79,28.23,1.48,114.64
4408A,2026-02-15 19:00:00,130,75.55,113.85,15.52,42.86,0.52,36.74
4409A,2026-02-15 19:00:00,43,16.88,43.02,9.37,46.77,1.55,116.07
4401B,2026-02-15 19:00:00,74,51.09,70.5,12.32,26.99,0.8,71.69
4402B,2026-02-15 19:00:00,172,103.23,124.95,12.86,28.07,1.69,76.72
4403B,2026-02-15 19:00:00,97,50.81,88.43,9.29,38.43,1.79,54.03
4404B,2026-02-15 19:00:00,40,20.63,40.97,13.88,18.98,1.53,58.84
4405B,2026-02-15 19:00:00,52,24.92,56.24,20.14,20.16,0.89,39.12
4406B,2026-02-15 19:00:00,102,63.24,78.66,26.01,30.96,2.24,59.09
5101A,2026-02-15 19:00:00,60,38.23,37.7,29.65,20.39,1.23,21.29
5102A,2026-02-15 19:00:00,73,34.95,52.86,12.81,42.57,0.86,27.44
5103A,2026-02-15 19:00:00,56,41.13,31.05,29.33,45.06,1.31,33.12
5104A,2026-02-15 19:00:00,146,91.33,120.54,15.9,27.18,1.72,43.96
5105A,2026-02-15 19:00:00,81,44.05,69.65,14.03,31.79,0.55,111.74
5106A,2026-02-15 19:00:00,198,119.97,143.9,16.45,17.05,2.47,59.65
5107A,2026-02-15 19:00:00,198,121.17,161.48,22.36,35.56,2.19,81.16
1101A,2026-02-15 20:00:00,33,23.68,12.36,11.71,21.94,1.5,73.5
1102A,2026-02-15 20:00:00,75,35.66,74.78,23.81,36.3,1.07,88.07
1103A,2026-02-15 20:00:00,93,47.52,87.85,7.6,23.5,1.16,35.51
1104A,2026-02-15 20:00:00,134,89.93,106.56,9.6,45.74,2.39,56.69
1105A,2026-02-15 20:00:00,55,30.05,39.16,8.58,32.9,1.22,74.7
1106A,2026-02-15 20:00:00,159,93.27,115.44,11.77,19.11,1.61,115.23
1107A,2026-02-15 20:00:00,168,99.3,149.36,11.11,20.81,2.21,119.23
1108A,2026-02-15 20:00:00,61,42.29,36.73,24.26,45.77,1.28,99.65
1109A,2026-02-15 20:00:00,138,89.81,101.52,15.41,25.82,1.01,81.28
1201A,2026-02-15 20:00:00,108,71.03,92.49,12.67,43.04,1.67,116.5
1202A,2026-02-15 20:00:00,124,68.59,93.48,22.8,16.13,2.12,95.12
1203A,2026-02-15 20:00:00,124,78.66,103.3,20.2,27.25,2.18,88.23
1204A,2026-02-15 20:00:00,154,100.1,123.75,12.28,21.94,0.57,90.36
4401A,2026-02-15 20:00:00,165,108.92,125.14,27.07,34.43,1.72,41.58
4402A,2026-02-15 20:00:00,165,106.11,137.86,25.06,32.2,1.9,91.82
4403A,2026-02-15 20:00:00,75,53.1,48.22,10.16,26.46,1.85,56.33
4404A,2026-02-15 20:00:00,64,40.69,42.08,6.98,26.2,1.08,88.9
4405A,2026-02-15 20:00:00,156,90.12,131.9,9.82,39.39,2.34,67.73
4406A,2026-02-15 20:00:00,154,83.91,125.66,17.66,25.22,1.05,22.37
4407A,2026-02-15 20:00:00,139,83.25,110.24,20.1,27.64,0.57,83.96
4408A,2026-02-15 20:00:00,94,53.21,69.98,5.69,16.42,1.93,73.46
4409A,2026-02-15 20:00:00,161,88.93,136.43,23.35,36.23,1.37,60.41
4401B,2026-02-15 20:00:00,36,16.54,42.14,19.36,25.36,2.49,38.79
4402B,2026-02-15 20:00:00,166,104.33,125.97,21.55,35.65,0.77,35.94
4403B,2026-02-15 20:00:00,92,59.32,73.42,11.79,23.15,2.26,61.68
4404B,2026-02-15 20:00:00,112,57.92,80.22,26.64,24.06,1.31,67.87
4405B,2026-02-15 20:00:00,151,99.55,130.3,5.4,37.17,1.33,23.96
4406B,2026-02-15 20:00:00,127,77.02,87.27,5.96,45.63,2.24,95.32
5101A,2026-02-15 20:00:00,193,108.69,141.82,7.54,34.68,2.09,70.18
5102A,2026-02-15 20:00:00,72,35.97,48.23,15.41,45.85,1.35,102.82
5103A,2026-02-15 20:00:00,67,41.32,59.23,22.37,21.88,0.96,111.09
5104A,2026-02-15 20:00:00,100,63.82,68.45,19.27,24.07,0.56,23.48
5105A,2026-02-15 20:00:00,113,67.59,86.07,24.8,21.87,1.39,78.58
5106A,2026-02-15 20:00:00,74,37.46,56.13,8.14,44.32,1.27,58.03
5107A,2026-02-15 20:00:00,55,34.02,40.36,7.76,29.07,2.45,51.29
1101A,2026-02-15 21:00:00,117,68.92,103.35,5.72,31.44,0.54,77.86
1102A,2026-02-15 21:00:00,97,57.57,80.14,27.64,31.49,0.63,51.69
1103A,2026-02-15 21:00:00,87,58.89,69.87,9.13,27.19,0.94,24.26
1104A,2026-02-15 21:00:00,176,112.79,131.62,14.84,28.71,1.14,48.08
1105A,2026-02-15 21:00:00,173,100.89,148.72,26.98,16.33,0.68,78.49
1106A,2026-02-15 21:00:00,125,84.84,114.63,6.72,18.42,2.2,88.2
1107A,2026-02-15 21:00:00,58,33.36,32.81,7.96,33.48,2.48,63.6
1108A,2026-02-15 21:00:00,122,73.18,109.72,27.58,27.91,0.77,108.86
1109A,2026-02-15 21:00:00,112,67.22,92.07,17.1,39.91,1.59,110.35
1201A,2026-02-15 21:00:00,58,31.58,43.07,6.0,48.2,1.78,45.29
1202A,2026-02-15 21:00:00,83,40.03,51.97,26.41,48.44,2.37,96.77
1203A,2026-02-15 21:00:00,95,50.26,67.93,6.2,24.65,2.43,48.8
1204A,2026-02-15 21:00:00,88,60.78,63.74,7.08,21.81,0.65,45.21
4401A,2026-02-15 21:00:00,124,77.84,108.22,29.64,38.78,0.99,108.83
4402A,2026-02-15 21:00:00,123,78.79,104.15,7.44,28.78,1.04,83.98
4403A,2026-02-15 21:00:00,50,23.14,42.34,25.19,30.16,1.65,62.8
4404A,2026-02-15 21:00:00,165,97.36,126.29,26.01,39.22,0.73,22.43
4405A,2026-02-15 21:00:00,120,73.69,86.45,25.28,29.01,1.82,107.39
4406A,2026-02-15 21:00:00,178,97.69,131.03,10.53,49.06,0.96,38.76
4407A,2026-02-15 21:00:00,38,29.55,33.07,18.22,34.98,1.03,90.93
4408A,2026-02-15 21:00:00,81,56.06,59.59,14.2,27.25,1.49,52.57
4409A,2026-02-15 21:00:00,93,46.24,77.93,16.87,46.01,2.44,41.7
4401B,2026-02-15 21:00:00,49,21.79,51.66,22.34,37.21,1.58,54.72
4402B,2026-02-15 21:00:00,132,83.21,90.78,29.21,38.87,0.91,109.5
4403B,2026-02-15 21:00:00,110,58.76,97.97,27.96,45.43,2.03,97.47
4404B,2026-02-15 21:00:00,190,106.35,149.49,18.91,36.51,1.76,24.93
4405B,2026-02-15 21:00:00,47,21.45,25.98,16.42,33.94,1.15,36.05
4406B,2026-02-15 21:00:00,73,34.59,52.6,10.99,33.56,1.45,89.5
5101A,2026-02-15 21:00:00,108,63.06,74.67,20.28,18.54,2.21,73.58
5102A,2026-02-15 21:00:00,89,61.87,85.49,7.02,22.35,1.46,88.55
5103A,2026-02-15 21:00:00,95,49.66,81.13,16.29,37.64,2.44,109.32
5104A,2026-02-15 21:00:00,32,19.06,13.07,23.49,28.91,2.45,54.67
5105A,2026-02-15 21:00:00,95,47.2,63.38,16.85,21.54,1.24,109.2
5106A,2026-02-15 21:00:00,83,52.91,74.33,20.79,34.05,1.38,66.75
5107A,2026-02-15 21:00:00,124,64.5,91.44,28.95,46.37,0.51,69.67
1101A,2026-02-15 22:00:00,34,18.48,24.05,17.05,44.4,1.04,23.41
1102A,2026-02-15 22:00:00,76,48.99,70.83,9.39,20.23,1.67,74.93
1103A,2026-02-15 22:00:00,96,54.51,75.46,26.26,23.26,1.63,24.51
1104A,2026-02-15 22:00:00,147,92.58,122.67,27.95,39.81,2.16,62.12
1105A,2026-02-15 22:00:00,43,29.14,39.57,8.8,50.0,1.55,57.71
1106A,2026-02-15 22:00:00,45,19.4,43.59,14.79,23.73,1.88,60.75
1107A,2026-02-15 22:00:00,136,79.7,96.8,15.23,46.96,1.1,35.03
1108A,2026-02-15 22:00:00,102,67.71,84.12,9.89,45.48,2.32,34.22
1109A,2026-02-15 22:00:00,159,87.84,139.27,18.29,20.17,1.12,84.26
1201A,2026-02-15 22:00:00,187,109.06,163.83,16.88,35.12,1.27,76.45
1202A,2026-02-15 22:00:00,72,48.78,59.58,11.01,37.08,1.69,28.28
1203A,2026-02-15 22:00:00,177,112.26,128.41,8.28,18.67,2.22,117.85
1204A,2026-02-15 22:00:00,148,93.64,119.96,8.06,41.42,2.27,57.82
4401A,2026-02-15 22:00:00,43,26.29,22.28,6.68,37.16,2.48,89.23
4402A,2026-02-15 22:00:00,71,45.8,50.06,25.61,23.21,0.62,67.95
4403A,2026-02-15 22:00:00,175,98.98,139.98,6.83,43.2,1.57,51.39
4404A,2026-02-15 22:00:00,73,41.84,62.41,13.42,44.89,2.2,98.79
4405A,2026-02-15 22:00:00,176,105.99,141.2,21.09,29.28,1.19,65.33
4406A,2026-02-15 22:00:00,71,48.56,51.57,17.82,45.18,1.91,74.73
4407A,2026-02-15 22:00:00,31,17.06,15.19,10.86,44.0,1.5,25.37
4408A,2026-02-15 22:00:00,128,76.15,111.82,10.71,25.02,1.33,109.47
4409A,2026-02-15 22:00:00,80,57.18,76.8,21.37,20.68,1.13,78.59
4401B,2026-02-15 22:00:00,75,50.93,49.31,16.51,21.93,0.98,118.39
4402B,2026-02-15 22:00:00,177,105.25,145.57,18.26,46.67,1.24,91.65
4403B,2026-02-15 22:00:00,43,19.04,29.4,21.81,47.71,1.02,43.63
4404B,2026-02-15 22:00:00,101,57.97,89.65,8.66,37.12,1.96,37.24
4405B,2026-02-15 22:00:00,132,69.33,90.95,23.34,27.85,2.19,86.34
4406B,2026-02-15 22:00:00,138,84.33,120.09,10.53,33.54,0.53,56.21
5101A,2026-02-15 22:00:00,85,46.77,78.51,12.22,46.94,2.37,73.02
5102A,2026-02-15 22:00:00,162,101.45,118.35,29.17,18.63,1.49,114.07
5103A,2026-02-15 22:00:00,43,25.74,29.23,12.6,45.48,0.75,51.39
5104A,2026-02-15 22:00:00,185,108.47,147.27,16.97,39.39,2.39,41.55
5105A,2026-02-15 22:00:00,84,58.4,55.05,27.88,28.21,0.89,107.84
5106A,2026-02-15 22:00:00,112,66.64,97.91,12.46,26.94,0.76,20.04
5107A,2026-02-15 22:00:00,91,48.2,75.14,23.51,48.09,2.42,72.73
1101A,2026-02-15 23:00:00,140,80.06,119.03,28.77,29.22,2.48,85.45
1102A,2026-02-15 23:00:00,143,86.29,111.05,25.35,28.27,1.98,81.85
1103A,2026-02-15 23:00:00,80,47.53,77.53,24.16,42.31,1.93,109.93
1104A,2026-02-15 23:00:00,56,24.66,43.65,28.32,33.35,1.57,32.13
1105A,2026-02-15 23:00:00,129,67.58,107.74,6.9,39.56,1.85,29.86
1106A,2026-02-15 23:00:00,158,92.73,121.44,21.17,35.45,1.77,110.68
1107A,2026-02-15 23:00:00,143,78.73,109.92,26.93,47.17,1.58,35.38
1108A,2026-02-15 23:00:00,55,27.3,44.48,23.71,38.3,1.69,103.0
1109A,2026-02-15 23:00:00,143,81.73,115.99,8.19,21.28,1.25,82.39
1201A,2026-02-15 23:00:00,122,78.51,83.94,12.84,29.66,2.23,119.34
1202A,2026-02-15 23:00:00,64,39.51,41.59,23.47,21.57,1.46,50.68
1203A,2026-02-15 23:00:00,153,84.48,131.47,25.14,25.67,1.0,77.68
1204A,2026-02-15 23:00:00,181,100.11,150.33,7.11,19.33,1.2,44.22
4401A,2026-02-15 23:00:00,130,85.73,112.62,29.09,26.87,1.17,39.61
4402A,2026-02-15 23:00:00,99,51.88,86.16,14.5,27.73,0.72,116.0
4403A,2026-02-15 23:00:00,91,47.62,67.47,19.77,18.58,1.83,48.65
4404A,2026-02-15 23:00:00,130,80.8,91.32,25.96,27.77,0.68,37.28
4405A,2026-02-15 23:00:00,169,94.7,145.37,11.65,43.7,0.9,33.83
4406A,2026-02-15 23:00:00,127,83.33,92.85,19.62,31.05,1.78,79.13
4407A,2026-02-15 23:00:00,67,39.49,47.19,16.13,17.75,0.7,113.51
4408A,2026-02-15 23:00:00,55,26.81,41.67,7.95,28.82,0.73,28.0
4409A,2026-02-15 23:00:00,77,45.05,56.31,29.33,33.34,2.41,54.86
4401B,2026-02-15 23:00:00,75,37.23,47.79,11.66,39.21,1.72,65.44
4402B,2026-02-15 23:00:00,87,52.65,74.98,25.06,23.13,1.99,22.47
4403B,2026-02-15 23:00:00,108,74.56,95.4,14.41,39.57,0.97,67.24
4404B,2026-02-15 23:00:00,122,82.65,95.13,14.59,15.52,1.51,81.79
4405B,2026-02-15 23:00:00,96,48.41,90.45,29.82,16.01,1.21,49.86
4406B,2026-02-15 23:00:00,137,76.16,116.54,17.6,36.55,0.94,75.91
5101A,2026-02-15 23:00:00,42,34.45,36.65,8.05,37.09,1.6,49.66
5102A,2026-02-15 23:00:00,154,96.55,118.95,5.1,38.59,1.15,102.89
5103A,2026-02-15 23:00:00,62,29.43,61.58,9.4,24.08,2.48,81.62
5104A,2026-02-15 23:00:00,142,84.08,120.11,20.35,21.04,0.57,30.43
5105A,2026-02-15 23:00:00,112,65.55,86.09,28.54,18.44,1.69,98.27
5106A,2026-02-15 23:00:00,179,108.6,130.23,20.26,42.74,0.53,57.65
5107A,2026-02-15 23:00:00,154,84.42,132.06,21.74,31.07,0.61,54.66
1101A,2026-02-16 00:00:00,59,37.86,37.3,12.29,21.38,2.09,31.46
